college_id,name,lat,lon,state,type,control,acceptance,enrollment,tuition,url
wesleyan-university_CT_41.555_-72.657,Wesleyan University,41.554665,-72.657146,CT,Elite Private Universities,Private Nonprofit,17.1%,"2,973","$67,316.00",www.wesleyan.edu
western-connecticut-state-university_CT_41.400_-73.444,Western Connecticut State University,41.400365,-73.444264,CT,Public Regional Universities,Public,81.4%,"3,434","$12,763.00",www.wcsu.edu
yale-university_CT_41.311_-72.927,Yale University,41.311158,-72.926688,CT,Ivy League,Private Nonprofit,4.5%,"6,811","$64,700.00",www.yale.edu
delaware-technical-community-college-terry_DE_39.198_-75.560,Delaware Technical Community College-Terry,39.198371,-75.56012,DE,Community Colleges,Public,,"11,012","$4,965.00",www.dtcc.edu
delaware-state-university_DE_39.187_-75.541,Delaware State University,39.187173,-75.54053,DE,Public Flagship Universities,Public,61.7%,"4,630","$10,314.00",www.desu.edu
university-of-delaware_DE_39.680_-75.753,University of Delaware,39.679577,-75.752822,DE,Public Flagship Universities,Public,65.1%,"18,812","$16,080.00",www.udel.edu
goldey-beacom-college_DE_39.742_-75.690,Goldey-Beacom College,39.741501,-75.689624,DE,Private Liberal Arts Colleges,Private Nonprofit,76.5%,634,"$13,440.00",www.gbc.edu
wilmington-university_DE_39.682_-75.587,Wilmington University,39.682299,-75.586998,DE,Elite Private Universities,Private Nonprofit,,"8,497","$12,330.00",www.wilmu.edu
american-university_DC_38.936_-77.089,American University,38.936005,-77.088875,DC,Elite Private Universities,Private Nonprofit,47.4%,"7,593","$56,543.00",www.american.edu
the-catholic-university-of-america_DC_38.934_-76.998,The Catholic University of America,38.933651,-76.997909,DC,Faith-Based,Private Nonprofit,83.8%,"3,063","$55,834.00",www.catholic.edu
university-of-the-district-of-columbia_DC_38.944_-77.066,University of the District of Columbia,38.943819,-77.066247,DC,Public Regional Universities,Public,,"3,080","$6,152.00",www.udc.edu
pontifical-faculty-of-the-immaculate-conception-at-the-dominican-house-of-studies_DC_38.932_-76.999,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,38.931652,-76.998724,DC,Public Regional Universities,Private Nonprofit,,,,www.dhs.edu
gallaudet-university_DC_38.907_-76.994,Gallaudet University,38.907371,-76.993675,DC,Elite Private Universities,Private Nonprofit,60.9%,879,"$18,382.00",www.gallaudet.edu
george-washington-university_DC_38.899_-77.048,George Washington University,38.89923,-77.048363,DC,Elite Private Universities,Private Nonprofit,43.5%,"10,848","$64,990.00",www.gwu.edu
georgetown-university_DC_38.909_-77.073,Georgetown University,38.908809,-77.073463,DC,Elite Private Universities,Private Nonprofit,13.1%,"7,462","$65,081.00",www.georgetown.edu
howard-university_DC_38.922_-77.019,Howard University,38.922392,-77.018966,DC,Elite Private Universities,Private Nonprofit,34.9%,"9,604","$33,344.00",www.howard.edu
strayer-university-district-of-columbia_DC_38.905_-77.034,Strayer University-District of Columbia,38.904881,-77.034133,DC,Online / For-Profit,Private For-profit,,309,"$13,920.00",www.strayer.edu/campus-locations/district-columbia/washington
trinity-washington-university_DC_38.927_-77.004,Trinity Washington University,38.927398,-77.004261,DC,Elite Private Universities,Private Nonprofit,99.2%,"1,415","$26,110.00",www.trinitydc.edu
wesley-theological-seminary_DC_38.940_-77.090,Wesley Theological Seminary,38.939606,-77.08996,DC,Faith-Based,Private Nonprofit,,,,www.wesleyseminary.edu
baptist-university-of-florida_FL_30.963_-85.504,Baptist University of Florida,30.962708,-85.503931,FL,Faith-Based,Private Nonprofit,64.1%,248,"$13,800.00",www.buf.edu
barry-university_FL_25.879_-80.199,Barry University,25.878908,-80.198925,FL,Elite Private Universities,Private Nonprofit,59.1%,"2,245","$33,450.00",www.barry.edu
bethune-cookman-university_FL_29.207_-81.033,Bethune-Cookman University,29.207195,-81.032946,FL,Elite Private Universities,Private Nonprofit,99.9%,"2,414","$14,794.00",www.cookman.edu
lynn-university_FL_26.386_-80.123,Lynn University,26.385985,-80.122806,FL,Elite Private Universities,Private Nonprofit,74.0%,"2,820","$42,950.00",www.lynn.edu
eastern-florida-state-college_FL_28.170_-80.671,Eastern Florida State College,28.170002,-80.670781,FL,Community Colleges,Public,,"10,162","$2,496.00",www.easternflorida.edu
broward-college_FL_26.119_-80.142,Broward College,26.119422,-80.14183,FL,Community Colleges,Public,,"23,799","$2,830.00",www.broward.edu
albizu-university-miami_FL_25.795_-80.355,Albizu University-Miami,25.795181,-80.354942,FL,Elite Private Universities,Private Nonprofit,100.0%,225,"$13,128.00",www.albizu.edu
johnson-university-florida_FL_28.303_-81.363,Johnson University Florida,28.302547,-81.363053,FL,Elite Private Universities,Private Nonprofit,23.3%,136,"$19,658.00",johnsonu.edu
university-of-central-florida_FL_28.602_-81.201,University of Central Florida,28.602159,-81.200889,FL,Public Regional Universities,Public,39.5%,"59,095","$6,368.00",www.ucf.edu
chipola-college_FL_30.789_-85.231,Chipola College,30.789228,-85.23139,FL,Community Colleges,Public,,"1,218","$3,120.00",www.chipola.edu
daytona-state-college_FL_29.203_-81.050,Daytona State College,29.20278,-81.049513,FL,Community Colleges,Public,,"9,367","$3,106.00",www.daytonastate.edu
south-university-west-palm-beach_FL_26.692_-80.200,South University-West Palm Beach,26.69215,-80.200219,FL,Online / For-Profit,Private For-profit,,284,"$18,238.00","www.southuniversity.edu/west-palm-beach#location=west palm beach, fl"
eckerd-college_FL_27.716_-82.687,Eckerd College,27.715798,-82.687043,FL,Private Liberal Arts Colleges,Private Nonprofit,78.7%,"1,984","$50,374.00",www.eckerd.edu
florida-southwestern-state-college_FL_26.552_-81.887,Florida SouthWestern State College,26.552403,-81.887102,FL,Community Colleges,Public,,"10,613","$3,401.00",www.fsw.edu
edward-waters-university_FL_30.345_-81.685,Edward Waters University,30.34479,-81.684879,FL,Elite Private Universities,Private Nonprofit,84.8%,"1,113","$14,878.00",www.ew.edu
embry-riddle-aeronautical-university-daytona-beach_FL_29.190_-81.048,Embry-Riddle Aeronautical University-Daytona Beach,29.189903,-81.048367,FL,STEM / Technology Institutes,Private Nonprofit,66.3%,"7,535","$42,304.00",daytonabeach.erau.edu
florida-agricultural-and-mechanical-university_FL_30.429_-84.290,Florida Agricultural and Mechanical University,30.428504,-84.290226,FL,Public Regional Universities,Public,21.1%,"7,516","$5,785.00",www.famu.edu
florida-atlantic-university_FL_26.372_-80.103,Florida Atlantic University,26.372421,-80.102978,FL,Public Regional Universities,Public,73.4%,"23,458","$4,879.00",www.fau.edu
florida-state-college-at-jacksonville_FL_30.335_-81.660,Florida State College at Jacksonville,30.334918,-81.659901,FL,Community Colleges,Public,,"17,739","$2,878.00",www.fscj.edu
flagler-college_FL_29.893_-81.315,Flagler College,29.892733,-81.314887,FL,Private Liberal Arts Colleges,Private Nonprofit,78.1%,"2,404","$26,610.00",www.flagler.edu
florida-college_FL_28.035_-82.383,Florida College,28.034936,-82.383289,FL,Community Colleges,Private Nonprofit,66.5%,589,"$18,920.00",www.floridacollege.edu
adventhealth-university_FL_28.576_-81.368,AdventHealth University,28.576142,-81.367687,FL,Elite Private Universities,Private Nonprofit,,"1,068","$20,880.00",www.ahu.edu
florida-institute-of-technology_FL_28.066_-80.623,Florida Institute of Technology,28.065773,-80.623123,FL,STEM / Technology Institutes,Private Nonprofit,62.5%,"3,235","$44,360.00",www.fit.edu
florida-international-university_FL_25.757_-80.374,Florida International University,25.75732,-80.373928,FL,Public Regional Universities,Public,58.8%,"38,761","$6,565.00",www.fiu.edu
florida-memorial-university_FL_25.918_-80.271,Florida Memorial University,25.918278,-80.270753,FL,Elite Private Universities,Private Nonprofit,74.3%,"1,299","$19,110.00",www.fmuniv.edu
florida-southern-college_FL_28.032_-81.948,Florida Southern College,28.032443,-81.948203,FL,Private Liberal Arts Colleges,Private Nonprofit,59.1%,"2,607","$42,360.00",www.flsouthern.edu
florida-state-university_FL_30.443_-84.295,Florida State University,30.443147,-84.295064,FL,Public Flagship Universities,Public,25.4%,"31,812","$5,656.00",www.fsu.edu
university-of-florida_FL_29.646_-82.348,University of Florida,29.64629,-82.347911,FL,Public Flagship Universities,Public,24.0%,"34,102","$6,381.00",www.ufl.edu
full-sail-university_FL_28.597_-81.301,Full Sail University,28.596546,-81.301286,FL,Online / For-Profit,Private For-profit,,"25,195","$26,417.00",www.fullsail.edu
gulf-coast-state-college_FL_30.186_-85.728,Gulf Coast State College,30.185542,-85.727918,FL,Community Colleges,Public,,"3,614","$2,370.00",gulfcoast.edu
key-college_FL_26.167_-80.108,Key College,26.166983,-80.108183,FL,Online / For-Profit,Private For-profit,,16,"$9,285.00",www.keycollege.edu
hillsborough-community-college_FL_27.935_-82.456,Hillsborough Community College,27.934888,-82.456253,FL,Community Colleges,Public,,"19,998","$2,506.00",www.hccfl.edu
hobe-sound-bible-college_FL_27.066_-80.132,Hobe Sound Bible College,27.066304,-80.13184,FL,Faith-Based,Private Nonprofit,,125,"$9,068.00",hsbc.edu
indian-river-state-college_FL_27.424_-80.359,Indian River State College,27.42416,-80.358682,FL,Community Colleges,Public,,"11,571","$2,764.00",www.irsc.edu
jacksonville-university_FL_30.353_-81.605,Jacksonville University,30.353227,-81.60458,FL,Elite Private Universities,Private Nonprofit,57.3%,"2,649","$46,180.00",www.ju.edu/index.php
keiser-university-ft-lauderdale_FL_26.186_-80.164,Keiser University-Ft Lauderdale,26.185869,-80.163959,FL,Community Colleges,Private Nonprofit,97.4%,"17,370","$24,136.00",www.keiseruniversity.edu
lake-sumter-state-college_FL_28.829_-81.797,Lake-Sumter State College,28.828649,-81.797193,FL,Community Colleges,Public,,"3,572","$3,292.00",www.lssc.edu
luther-rice-college-seminary_GA_33.698_-84.123,Luther Rice College & Seminary,33.698126,-84.123179,GA,Faith-Based,Private Nonprofit,34.3%,195,"$10,538.00",www.lutherrice.edu
state-college-of-florida-manatee-sarasota_FL_27.438_-82.591,State College of Florida-Manatee-Sarasota,27.43804,-82.590887,FL,Community Colleges,Public,,"7,161","$3,074.00",www.scf.edu
trinity-international-university-florida_FL_25.683_-80.418,Trinity International University-Florida,25.68307,-80.417646,FL,Elite Private Universities,Private Nonprofit,,69,"$14,180.00",tiu.edu/florida
miami-dade-college_FL_25.778_-80.191,Miami Dade College,25.777717,-80.190856,FL,Community Colleges,Public,,"35,001","$2,838.00",www.mdc.edu
university-of-miami_FL_25.721_-80.279,University of Miami,25.72126,-80.278662,FL,Elite Private Universities,Private Nonprofit,18.5%,"12,570","$59,926.00",www.miami.edu
north-florida-college_FL_30.474_-83.421,North Florida College,30.473841,-83.420732,FL,Community Colleges,Public,,817,"$3,054.00",www.nfc.edu
university-of-north-florida_FL_30.272_-81.509,University of North Florida,30.27194,-81.509144,FL,Public Regional Universities,Public,62.3%,"13,915","$6,389.00",www.unf.edu
nova-southeastern-university_FL_26.082_-80.250,Nova Southeastern University,26.082288,-80.249891,FL,Elite Private Universities,Private Nonprofit,72.7%,"7,171","$37,080.00",www.nova.edu
northwest-florida-state-college_FL_30.540_-86.475,Northwest Florida State College,30.540017,-86.47456,FL,Community Colleges,Public,,"3,193","$3,246.00",www.nwfsc.edu
palm-beach-atlantic-university_FL_26.704_-80.052,Palm Beach Atlantic University,26.7044,-80.05247,FL,Elite Private Universities,Private Nonprofit,88.3%,"2,427","$37,990.00",www.pba.edu
palm-beach-state-college_FL_26.613_-80.087,Palm Beach State College,26.61256,-80.08653,FL,Community Colleges,Public,,"20,532","$3,050.00",www.palmbeachstate.edu
pasco-hernando-state-college_FL_28.275_-82.647,Pasco-Hernando State College,28.2751,-82.646727,FL,Community Colleges,Public,,"6,933","$3,155.00",www.phsc.edu
pensacola-state-college_FL_30.479_-87.200,Pensacola State College,30.479267,-87.200265,FL,Community Colleges,Public,,"6,725","$2,348.00",www.pensacolastate.edu
polk-state-college_FL_28.032_-81.712,Polk State College,28.032411,-81.711873,FL,Community Colleges,Public,,"5,954","$3,366.00",www.polk.edu
saint-vincent-de-paul-regional-seminary_FL_26.517_-80.125,Saint Vincent de Paul Regional Seminary,26.516538,-80.125185,FL,Faith-Based,Private Nonprofit,,,,www.svdp.edu
ringling-college-of-art-and-design_FL_27.361_-82.548,Ringling College of Art and Design,27.360931,-82.547803,FL,Business / Arts / Specialty Schools,Private Nonprofit,67.4%,"1,719","$55,480.00",www.ringling.edu
rollins-college_FL_28.593_-81.349,Rollins College,28.592787,-81.349239,FL,Private Liberal Arts Colleges,Private Nonprofit,40.6%,"2,582","$58,300.00",www.rollins.edu
saint-leo-university_FL_28.337_-82.258,Saint Leo University,28.336776,-82.257801,FL,Elite Private Universities,Private Nonprofit,72.1%,"6,999","$28,360.00",www.saintleo.edu
st-petersburg-college_FL_27.773_-82.637,St Petersburg College,27.773264,-82.636587,FL,Community Colleges,Public,,"18,759","$2,682.00",www.spcollege.edu
santa-fe-college_FL_29.681_-82.433,Santa Fe College,29.681037,-82.433143,FL,Community Colleges,Public,,"11,133","$2,563.00",www.sfcollege.edu
st-john-vianney-college-seminary_FL_25.743_-80.337,St. John Vianney College Seminary,25.742579,-80.337411,FL,Faith-Based,Private Nonprofit,100.0%,18,"$23,100.00",www.sjvcs.edu
saint-johns-river-state-college_FL_29.648_-81.681,Saint Johns River State College,29.647516,-81.681387,FL,Community Colleges,Public,,"3,909","$2,830.00",www.sjrstate.edu
south-florida-state-college_FL_27.570_-81.509,South Florida State College,27.56974,-81.508667,FL,Community Colleges,Public,,"2,084","$3,165.00",www.southflorida.edu
university-of-south-florida_FL_28.061_-82.413,University of South Florida,28.061458,-82.413232,FL,Public Regional Universities,Public,41.0%,"36,299","$6,410.00",www.usf.edu
st-thomas-university_FL_25.922_-80.253,St. Thomas University,25.922071,-80.253273,FL,Elite Private Universities,Private Nonprofit,99.4%,"1,963","$34,770.00",www.stu.edu
stetson-university_FL_29.035_-81.301,Stetson University,29.035475,-81.300746,FL,Elite Private Universities,Private Nonprofit,86.4%,"2,292","$55,220.00",www.stetson.edu
southeastern-university_FL_28.030_-81.918,Southeastern University,28.029733,-81.918382,FL,Elite Private Universities,Private Nonprofit,74.3%,"4,646","$31,732.00",www.seu.edu
tallahassee-community-college_FL_30.444_-84.339,Tallahassee Community College,30.443866,-84.339,FL,Community Colleges,Public,,"10,357","$2,026.00",www.tcc.fl.edu
talmudic-college-of-florida_FL_25.812_-80.136,Talmudic College of Florida,25.811996,-80.136293,FL,Private Liberal Arts Colleges,Private Nonprofit,,26,"$16,750.00",www.talmudicu.edu
the-university-of-tampa_FL_27.948_-82.465,The University of Tampa,27.948455,-82.46483,FL,Elite Private Universities,Private Nonprofit,40.9%,"10,093","$33,424.00",www.ut.edu
trinity-baptist-college_FL_30.311_-81.796,Trinity Baptist College,30.311171,-81.79626,FL,Faith-Based,Private Nonprofit,62.5%,363,"$14,300.00",www.tbc.edu
trinity-college-of-florida_FL_28.195_-82.678,Trinity College of Florida,28.194732,-82.678318,FL,Private Liberal Arts Colleges,Private Nonprofit,96.3%,187,"$16,300.00",trinitycollege.edu
valencia-college_FL_28.521_-81.464,Valencia College,28.520783,-81.464275,FL,Community Colleges,Public,,"35,125","$2,474.00",valenciacollege.edu
warner-university_FL_27.826_-81.600,Warner University,27.825751,-81.599972,FL,Elite Private Universities,Private Nonprofit,47.8%,753,"$28,160.00",www.warner.edu/academics/undergraduate_programs/admissions/criteria-for-admission
webber-international-university_FL_27.839_-81.532,Webber International University,27.838778,-81.532315,FL,Elite Private Universities,Private Nonprofit,77.6%,879,"$32,150.00",www.webber.edu
rasmussen-university-florida_FL_29.140_-82.197,Rasmussen University-Florida,29.140099,-82.197343,FL,Online / For-Profit,Private For-profit,,"3,034","$15,117.00",rasmussen.edu
university-of-west-florida_FL_30.549_-87.219,University of West Florida,30.549076,-87.218511,FL,Public Regional Universities,Public,56.9%,"9,042","$6,360.00",uwf.edu
abraham-baldwin-agricultural-college_GA_31.482_-83.528,Abraham Baldwin Agricultural College,31.481889,-83.528281,GA,Public Regional Universities,Public,77.2%,"3,218","$3,195.00",www.abac.edu
agnes-scott-college_GA_33.769_-84.295,Agnes Scott College,33.769268,-84.295459,GA,Private Liberal Arts Colleges,Private Nonprofit,67.3%,898,"$48,150.00",www.agnesscott.edu
albany-state-university_GA_31.569_-84.142,Albany State University,31.56928,-84.141825,GA,Public Regional Universities,Public,,"5,829","$5,934.00",www.asurams.edu
andrew-college_GA_31.772_-84.795,Andrew College,31.772321,-84.795021,GA,Community Colleges,Private Nonprofit,51.1%,287,"$19,126.00",www.andrewcollege.edu
point-university_GA_32.879_-85.185,Point University,32.87912,-85.184931,GA,Elite Private Universities,Private Nonprofit,67.5%,"2,617","$22,300.00",point.edu
atlanta-metropolitan-state-college_GA_33.709_-84.405,Atlanta Metropolitan State College,33.70893,-84.404659,GA,Community Colleges,Public,,"1,348","$3,105.00",www.atlm.edu
atlanta-s-john-marshall-law-school_GA_33.761_-84.386,Atlanta's John Marshall Law School,33.76128,-84.385603,GA,Online / For-Profit,Private For-profit,,,,www.johnmarshall.edu
clark-atlanta-university_GA_33.748_-84.413,Clark Atlanta University,33.747628,-84.412584,GA,Elite Private Universities,Private Nonprofit,64.6%,"3,482","$26,446.00",www.cau.edu
berry-college_GA_34.290_-85.189,Berry College,34.290414,-85.189202,GA,Private Liberal Arts Colleges,Private Nonprofit,61.9%,"2,213","$40,416.00",www.berry.edu
beulah-heights-university_GA_33.737_-84.358,Beulah Heights University,33.736993,-84.35768,GA,Elite Private Universities,Private Nonprofit,,158,"$8,492.00",www.beulah.edu
brenau-university_GA_34.303_-83.822,Brenau University,34.303117,-83.821513,GA,Elite Private Universities,Private Nonprofit,87.0%,981,"$33,275.00",www.brenau.edu
brewton-parker-college_GA_32.186_-82.586,Brewton-Parker College,32.185718,-82.586136,GA,Private Liberal Arts Colleges,Private Nonprofit,86.4%,684,"$21,696.00",www.bpc.edu
college-of-coastal-georgia_GA_31.182_-81.486,College of Coastal Georgia,31.181983,-81.486169,GA,Public Regional Universities,Public,98.5%,"2,794","$3,483.00",www.ccga.edu
clayton-state-university_GA_33.594_-84.328,Clayton  State University,33.594079,-84.328174,GA,Public Regional Universities,Public,70.6%,"4,390","$5,068.00",www.clayton.edu
columbia-theological-seminary_GA_33.764_-84.282,Columbia Theological Seminary,33.764292,-84.281695,GA,Faith-Based,Private Nonprofit,,,,www.ctsnet.edu
columbus-state-university_GA_32.501_-84.941,Columbus State University,32.50096,-84.94106,GA,Public Regional Universities,Public,99.2%,"5,537","$5,751.00",www.columbusstate.edu
covenant-college_GA_34.965_-85.375,Covenant College,34.965161,-85.375066,GA,Private Liberal Arts Colleges,Private Nonprofit,81.8%,858,"$40,464.00",www.covenant.edu
dalton-state-college_GA_34.774_-85.003,Dalton State College,34.774221,-85.002775,GA,Public Regional Universities,Public,,"4,419","$3,283.00",www.daltonstate.edu/index.cms
south-university-savannah_GA_31.999_-81.106,South University-Savannah,31.999481,-81.105531,GA,Online / For-Profit,Private For-profit,,246,"$18,238.00","www.southuniversity.edu/savannah#location=savannah, ga"
east-georgia-state-college_GA_32.595_-82.309,East Georgia State College,32.594944,-82.309021,GA,Community Colleges,Public,,"1,368","$2,736.00",www.ega.edu
emmanuel-university_GA_34.284_-83.148,Emmanuel University,34.283641,-83.14822,GA,Elite Private Universities,Private Nonprofit,53.4%,719,"$23,664.00",www.ec.edu
emory-university_GA_33.790_-84.326,Emory University,33.790183,-84.325512,GA,Elite Private Universities,Private Nonprofit,11.1%,"7,275","$60,774.00",www.emory.edu
georgia-highlands-college_GA_34.170_-85.207,Georgia Highlands College,34.169791,-85.207356,GA,Community Colleges,Public,,"4,441","$2,944.00",www.highlands.edu
fort-valley-state-university_GA_32.538_-83.895,Fort Valley State University,32.537595,-83.89537,GA,Public Regional Universities,Public,62.8%,"2,541","$5,392.00",www.fvsu.edu
georgia-institute-of-technology-main-campus_GA_33.772_-84.395,Georgia Institute of Technology-Main Campus,33.77242,-84.394832,GA,STEM / Technology Institutes,Public,16.5%,"18,260","$11,764.00",www.gatech.edu
georgia-southwestern-state-university_GA_32.055_-84.218,Georgia Southwestern State University,32.054662,-84.217738,GA,Public Regional Universities,Public,77.2%,"2,291","$4,980.00",gsw.edu
georgia-college-state-university_GA_33.083_-83.232,Georgia College & State University,33.082787,-83.231962,GA,Public Regional Universities,Public,87.8%,"5,599","$8,998.00",www.gcsu.edu
georgia-southern-university_GA_32.426_-81.784,Georgia Southern University,32.426153,-81.784045,GA,Public Regional Universities,Public,89.6%,"21,029","$5,905.00",www.georgiasouthern.edu
georgia-state-university_GA_33.753_-84.387,Georgia State University,33.7527,-84.38667,GA,Public Flagship Universities,Public,62.3%,"27,109","$8,478.00",www.gsu.edu
university-of-georgia_GA_33.956_-83.374,University of Georgia,33.956262,-83.374039,GA,Public Flagship Universities,Public,37.2%,"31,310","$11,180.00",www.uga.edu
gordon-state-college_GA_33.046_-84.155,Gordon State College,33.04571,-84.154508,GA,Community Colleges,Public,86.8%,"2,605","$3,475.00",www.gordonstate.edu
gupton-jones-college-of-funeral-service_GA_33.711_-84.180,Gupton Jones College of Funeral Service,33.710709,-84.179775,GA,Community Colleges,Private Nonprofit,,451,"$21,000.00",www.gupton-jones.edu
interdenominational-theological-center_GA_33.752_-84.409,Interdenominational Theological Center,33.752338,-84.409207,GA,Faith-Based,Private Nonprofit,,,,www.itc.edu
lagrange-college_GA_33.039_-85.043,LaGrange College,33.038564,-85.043113,GA,Private Liberal Arts Colleges,Private Nonprofit,63.2%,566,"$34,540.00",www.lagrange.edu
life-university_GA_33.933_-84.515,Life University,33.932781,-84.514729,GA,Elite Private Universities,Private Nonprofit,93.8%,869,"$15,036.00",www.life.edu
herzing-university-atlanta_GA_33.754_-84.387,Herzing University-Atlanta,33.754218,-84.387251,GA,Community Colleges,Private Nonprofit,94.1%,499,"$13,420.00",www.herzing.edu
mercer-university_GA_32.829_-83.649,Mercer University,32.829134,-83.649392,GA,Elite Private Universities,Private Nonprofit,66.5%,"4,620","$40,890.00",www.mercer.edu
morehouse-college_GA_33.746_-84.415,Morehouse College,33.745982,-84.414917,GA,Private Liberal Arts Colleges,Private Nonprofit,51.4%,"2,736","$31,725.00",www.morehouse.edu
morehouse-school-of-medicine_GA_33.743_-84.412,Morehouse School of Medicine,33.742888,-84.41186,GA,Health & Medical Colleges,Private Nonprofit,,,,www.msm.edu
morris-brown-college_GA_33.754_-84.408,Morris Brown College,33.753707,-84.407668,GA,Private Liberal Arts Colleges,Private Nonprofit,,338,"$9,558.00",www.morrisbrown.edu
oglethorpe-university_GA_33.875_-84.334,Oglethorpe University,33.875441,-84.333687,GA,Elite Private Universities,Private Nonprofit,60.1%,"1,429","$45,806.00",oglethorpe.edu
paine-college_GA_33.470_-81.993,Paine College,33.469545,-81.993225,GA,Private Liberal Arts Colleges,Private Nonprofit,83.4%,338,"$14,596.00",www.paine.edu
piedmont-university_GA_34.566_-83.542,Piedmont University,34.566042,-83.542126,GA,Elite Private Universities,Private Nonprofit,92.8%,"1,235","$30,680.00",www.piedmont.edu
reinhardt-university_GA_34.320_-84.554,Reinhardt University,34.319756,-84.554264,GA,Elite Private Universities,Private Nonprofit,55.2%,"1,012","$28,420.00",www.reinhardt.edu
savannah-college-of-art-and-design_GA_32.073_-81.094,Savannah College of Art and Design,32.072964,-81.09395,GA,Business / Arts / Specialty Schools,Private Nonprofit,83.7%,"14,423","$40,595.00",www.scad.edu
savannah-state-university_GA_32.025_-81.063,Savannah State University,32.024781,-81.063377,GA,Public Regional Universities,Public,,"2,727","$5,498.00",www.savannahstate.edu
shorter-university_GA_34.258_-85.197,Shorter University,34.257543,-85.196529,GA,Elite Private Universities,Private Nonprofit,96.9%,"1,091","$24,044.00",www.shorter.edu
spelman-college_GA_33.745_-84.412,Spelman College,33.745279,-84.411527,GA,Private Liberal Arts Colleges,Private Nonprofit,34.1%,"3,633","$30,058.00",www.spelman.edu
thomas-university_GA_30.816_-83.964,Thomas University,30.815576,-83.963587,GA,Elite Private Universities,Private Nonprofit,43.2%,813,"$11,640.00",www.thomasu.edu
toccoa-falls-college_GA_34.593_-83.358,Toccoa Falls College,34.593414,-83.357617,GA,Private Liberal Arts Colleges,Private Nonprofit,63.8%,820,"$23,250.00",tfc.edu
truett-mcconnell-university_GA_34.596_-83.749,Truett McConnell University,34.596306,-83.748911,GA,Elite Private Universities,Private Nonprofit,90.7%,768,"$25,568.00",truett.edu
valdosta-state-university_GA_30.847_-83.289,Valdosta State University,30.847402,-83.289282,GA,Public Regional Universities,Public,83.5%,"6,858","$6,007.00",www.valdosta.edu
wesleyan-college_GA_32.876_-83.715,Wesleyan College,32.876037,-83.715417,GA,Private Liberal Arts Colleges,Private Nonprofit,62.1%,466,"$27,650.00",www.wesleyancollege.edu
university-of-west-georgia_GA_33.574_-85.098,University of West Georgia,33.573621,-85.097762,GA,Public Regional Universities,Public,49.4%,"7,485","$5,971.00",www.westga.edu
young-harris-college_GA_34.934_-83.846,Young Harris College,34.933523,-83.84587,GA,Private Liberal Arts Colleges,Private Nonprofit,64.0%,810,"$32,305.00",www.yhc.edu
chaminade-university-of-honolulu_HI_21.290_-157.808,Chaminade University of Honolulu,21.28995,-157.807851,HI,Elite Private Universities,Private Nonprofit,92.6%,"1,648","$29,970.00",www.chaminade.edu
university-of-hawaii-at-hilo_HI_19.701_-155.081,University of Hawaii at Hilo,19.701189,-155.080847,HI,Public Flagship Universities,Public,89.8%,"2,260","$7,838.00",hilo.hawaii.edu
university-of-hawaii-at-manoa_HI_21.299_-157.819,University of Hawaii at Manoa,21.298598,-157.818979,HI,Public Flagship Universities,Public,69.7%,"14,306","$12,186.00",manoa.hawaii.edu
hawaii-pacific-university_HI_21.310_-157.860,Hawaii Pacific University,21.310306,-157.859645,HI,Elite Private Universities,Private Nonprofit,84.5%,"2,502","$33,020.00",www.hpu.edu
honolulu-community-college_HI_21.322_-157.870,Honolulu Community College,21.321785,-157.87,HI,Community Colleges,Public,,"1,897","$3,174.00",www.honolulu.hawaii.edu
kapiolani-community-college_HI_21.271_-157.800,Kapiolani Community College,21.27148,-157.800213,HI,Community Colleges,Public,,"3,955","$3,284.00",www.kapiolani.hawaii.edu
leeward-community-college_HI_21.393_-157.984,Leeward Community College,21.39267,-157.983771,HI,Community Colleges,Public,,"3,382","$3,214.00",www.leeward.hawaii.edu
university-of-hawaii-maui-college_HI_20.890_-156.477,University of Hawaii Maui College,20.88956,-156.477252,HI,Community Colleges,Public,,"1,635","$3,284.00",maui.hawaii.edu
university-of-hawaii-west-oahu_HI_21.355_-158.056,University of Hawaii-West Oahu,21.35531,-158.056403,HI,Public Flagship Universities,Public,95.6%,"2,510","$7,584.00",westoahu.hawaii.edu
windward-community-college_HI_21.407_-157.813,Windward Community College,21.407051,-157.813307,HI,Community Colleges,Public,,"1,109","$3,194.00",windward.hawaii.edu
boise-bible-college_ID_43.659_-116.291,Boise Bible College,43.658651,-116.291321,ID,Faith-Based,Private Nonprofit,96.4%,103,"$11,240.00",www.boisebible.edu
boise-state-university_ID_43.604_-116.203,Boise State University,43.604284,-116.203301,ID,Public Regional Universities,Public,84.0%,"17,081","$8,782.00",www.boisestate.edu
college-of-eastern-idaho_ID_43.486_-111.986,College of Eastern Idaho,43.486041,-111.985519,ID,Community Colleges,Public,,"1,396","$3,390.00",www.cei.edu
idaho-state-university_ID_42.864_-112.432,Idaho State University,42.863832,-112.432312,ID,Public Flagship Universities,Public,,"7,260","$8,356.00",www.isu.edu
university-of-idaho_ID_46.727_-117.014,University of Idaho,46.727406,-117.014167,ID,Public Flagship Universities,Public,79.1%,"7,363","$8,816.00",www.uidaho.edu
the-college-of-idaho_ID_43.652_-116.678,The College of Idaho,43.652284,-116.677992,ID,Private Liberal Arts Colleges,Private Nonprofit,47.2%,"1,049","$36,030.00",www.collegeofidaho.edu
